Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
24 Calder Street,"1,100,000",27 Oct 2017,"260,000",Sep 2006,1.0,,,676,,5,2,2,Manifold Heights,17
4 Purrumbete Avenue,"1,260,000",Oct 2017,,,,,,994,,3,3,2,Manifold Heights,17
3/10 Volum Street,"250,000",Oct 2017,"195,000",Jul 2009,,250,Apr 2016,62,,2,1,1,Manifold Heights,17
47 Sydenham Avenue,"782,500",Oct 2017,"620,000",Dec 2013,,490,Feb 2021,526,,3,2,2,Manifold Heights,17
3/63 Calder Street,"225,000",Oct 2017,"202,000",May 2014,,220,Apr 2016,557,,1,1,1,Manifold Heights,17
2/12 Herne Street,"707,000",Sep 2017,"126,711",Nov 2013,,550,Oct 2019,369,,,,,Manifold Heights,17
12 Minerva Road,"627,000",Sep 2017,,,,,,806,,3,1,2,Manifold Heights,17
340A Aberdeen Street,"740,000",Sep 2017,,,,,,331,,,,,Manifold Heights,17
16 Strachan Avenue,"1,640,000",09 Sep 2017,"660,000",Nov 2011,1.0,,,"1,061",,3,2,2,Manifold Heights,17
9 Trewheela Avenue,"612,000",Aug 2017,,,,,,244,,3,2,2,Manifold Heights,17
4 Trewheela Avenue,"540,000",21 Aug 2017,"342,000",Sep 2011,1.0,380,Mar 2020,602,,3,1,3,Manifold Heights,17
6/17 Lascelles Avenue,"250,000",Aug 2017,,,,240,Jul 2012,86,73,,,,Manifold Heights,17
27 Herne Street,"578,000",29 Jul 2017,"375,000",Oct 2010,1.0,380,Nov 2019,504,,3,1,1,Manifold Heights,17
1/320 Aberdeen Street,"180,000",Jul 2017,,,,300,Nov 2013,176,,,,,Manifold Heights,17
247 Autumn Street,"667,000",15 Jul 2017,"121,000",Aug 1998,1.0,440,Sep 2017,650,,4,2,1,Manifold Heights,17
1/14 Airey Avenue,"305,000",Jul 2017,"240,000",Apr 2012,,265,Sep 2016,176,,,,,Manifold Heights,17
282 Autumn Street,"852,500",03 Jun 2017,"243,023",Aug 2002,1.0,,,579,188,4,2,2,Manifold Heights,17
3/175 Church Street,"353,000",Jun 2017,,,,,,211,,,,,Manifold Heights,17
22 Girton Crescent,"1,126,000",29 Apr 2017,"675,000",Oct 2012,1.0,,,590,,5,2,3,Manifold Heights,17
9 Central Avenue,"490,000",29 Apr 2017,"327,500",Nov 2012,1.0,,,419,,2,1,1,Manifold Heights,17
32 Girton Crescent,"1,070,000",Apr 2017,"808,000",Nov 2010,1.0,,,650,280,5,2,2,Manifold Heights,17
1/211 Church Street,"329,000",Apr 2017,,,,310,Jun 2017,,,2,1,1,Manifold Heights,17
1/9 Roxby Street,"335,000",Apr 2017,"192,000",Jul 2004,,300,May 2017,97,,,,,Manifold Heights,17
20 Girton Crescent,"980,000",08 Apr 2017,"790,000",Aug 2013,1.0,510,Jun 2013,589,226,3,2,1,Manifold Heights,17
12 Trewheela Avenue,"790,000",Apr 2017,"290,000",Nov 2006,,,,524,,,,,Manifold Heights,17
292B Autumn Street,"585,000",Mar 2017,"205,000",Jan 2015,,,,311,,,,,Manifold Heights,17
11 Airey Avenue,"317,000",25 Mar 2017,,,1.0,,,244,,,,,Manifold Heights,17
167 Church Street,"420,000",Mar 2017,,,,,,398,,2,1,1,Manifold Heights,17
24 Orr Street,"836,500",Mar 2017,"310,000",May 2009,,,,643,135,3,2,3,Manifold Heights,17
6 Silk Avenue,"465,000",Feb 2017,"370,000",Oct 2007,,380,May 2017,290,,2,2,1,Manifold Heights,17
3 Trewheela Avenue,"700,000",Feb 2017,"677,500",Sep 2014,1.0,,,"1,033",,6,2,5,Manifold Heights,17
33 Calder Street,"727,500",Feb 2017,"610,000",Sep 2014,,165,Feb 2005,428,,3,2,2,Manifold Heights,17
2/165 Church Street,"345,000",Feb 2017,,,,330,Mar 2016,178,,,,,Manifold Heights,17
25 Girton Crescent,"755,000",Jan 2017,"710,000",Oct 2013,,450,May 2015,680,147,3,1,1,Manifold Heights,17
2/40-42 Calder Street,"248,000",Dec 2016,,,,325,Aug 2019,87,,,,,Manifold Heights,17
1 Oliver Street,"884,000",Dec 2016,"770,000",Dec 2013,,,,719,253,4,2,3,Manifold Heights,17
