Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
1 Hamilton Court,"290,000",Jan 2012,"86,500",Jun 1991,,,,753,167,4,2,2,BreakWater,5
42 Fidge Crescent,"242,500",Jan 2012,,,,210,Nov 2005,551,,3,1,1,BreakWater,5
204 St Albans Road,"245,000",Jan 2012,,,,,,531,117,3,1,2,BreakWater,5
228 St Albans Road,"249,900",Jan 2012,"186,000",Nov 2004,,320,May 2019,542,,3,1,,BreakWater,5
9/12 Apparel Close,"261,250",Jan 2012,,,,,,170,,,,,BreakWater,5
10/12 Apparel Close,"299,750",Jan 2012,,,,,,,,,,,BreakWater,5
2/1 Tanner Street,"297,500",Nov 2011,,,,340,Sep 2018,265,102,,,,BreakWater,5
1 & 4/1 Tanner Street,"320,000",Nov 2011,,,,,,,,,,,BreakWater,5
1/24 Cosgrove Street,"277,500",Nov 2011,"229,000",Feb 2006,,320,Nov 2016,302,,,,,BreakWater,5
24 Tucker Street,"250,000",Oct 2011,,,,275,Nov 2011,580,,3,1,1,BreakWater,5
1/2 Fowler Street,"295,000",Sep 2011,,,,,,238,101,,,,BreakWater,5
22 Industrial Place,"395,000",Aug 2011,,,,,,"2,035",,,,,BreakWater,5
28 Industrial Place,"800,000",Aug 2011,,,,,,"5,005",,,,,BreakWater,5
2/2 Fowler Street,"317,500",Aug 2011,,,,,,240,,,,,BreakWater,5
2/22 Apparel Close,"270,000",Jul 2011,,,,,,"2,776",35,,,,BreakWater,5
3/22 Apparel Close,"308,186",Jul 2011,,,,,,"2,776",,,,,BreakWater,5
2/1 Reeves Court,"295,000",Jun 2011,"126,750",Feb 1990,,,,691,,,,,BreakWater,5
1/1 Reeves Court,"295,000",Jun 2011,"126,700",Jul 1989,,,,"1,972",,,,,BreakWater,5
